============ BLACKJACK AI LOG ============
R70 c-10 b103 m10236.0 rL
R71 c-10 b102 m10133.0 rB
R72 c-10 b101 m10031.0 rU
R73 c-10 b102 m10132.0 rU
R74 c-10 b103 m10234.0 rL
R75 c-10 b102 m10131.0 rB
R76 c-9 b101 m10029.0 rU
R77 c-10 b103 m10231.0 rL
R78 c-10 b102 m10128.0 rB
R79 c-10 b101 m10026.0 rJ
R80 c-10 b102 m10178.0 rB
R81 c-9 b101 m10076.0 rB
R82 c-10 b100 m9975.0 rH
R83 c-10 b99 m9875.0 rW
R84 c-10 b101 m10073.0 rU
R85 c-9 b103 m10275.0 rB
R86 c-9 b102 m10172.0 rU
R87 c-10 b103 m10274.0 rW
R88 c-9 b105 m10480.0 rU
R89 c-8 b106 m10585.0 rW
R90 c-8 b107 m10691.0 rL
R91 c-7 b210 m10477.0 rH
R92 c-10 b101 m10057.0 rB
R93 c-10 b100 m9956.0 rD
R94 c-10 b100 m9956.0 rU
R95 c-10 b101 m10056.0 rB
R96 c-10 b100 m9955.0 rL
R97 c-10 b99 m9855.0 rL
R98 c-10 b98 m9756.0 rW
R99 c-10 b99 m9854.0 rL
R100 c-10 b98 m9755.0 rL
R101 c-10 b97 m9657.0 rU
R102 c-10 b99 m9851.0 rU
R103 c-10 b100 m9950.0 rL
R104 c-10 b99 m9850.0 rW
R105 c-10 b100 m9949.0 rS
R106 c-10 b99 m9899.0 rW
R107 c-10 b100 m9998.0 rU
R108 c-10 b101 m10098.0 rD
R109 c-10 b101 m10098.0 rL
R110 c-10 b99 m9896.0 rB
R111 c-8 b98 m9797.0 rU
R112 c-10 b99 m9895.0 rS
R113 c-10 b99 m9845.5 rH
R114 c-10 b97 m9647.5 rL
R115 c-10 b95 m9453.5 rS
R116 c-9 b95 m9406.0 rW
R117 c-10 b96 m9501.0 rJ
R118 c-10 b97 m9645.0 rH
R119 c-10 b96 m9548.0 rU
R120 c-10 b97 m9644.0 rL
R121 c-10 b96 m9547.0 rB
R122 c-10 b95 m9451.0 rU
R123 c-10 b96 m9546.0 rH
R124 c-7 b188 m9354.0 rU
R125 c-10 b96 m9542.0 rB
R126 c-10 b95 m9446.0 rD
R127 c-10 b95 m9446.0 rW
R128 c-10 b96 m9541.0 rL
R129 c-9 b95 m9445.0 rS
R130 c-10 b94 m9397.5 rL
R131 c-10 b94 m9303.5 rL
R132 c-10 b93 m9209.5 rB
R133 c-9 b92 m9116.5 rL
R134 c-10 b91 m9024.5 rD
R135 c-10 b91 m9024.5 rS
R136 c-10 b90 m8979.0 rS
R137 c-10 b90 m8934.0 rL
R138 c-10 b89 m8844.0 rL
R139 c-10 b88 m8755.0 rW
R140 c-10 b89 m8843.0 rJ
R141 c-10 b90 m8977.0 rU
R142 c-10 b91 m9067.0 rU
R143 c-10 b92 m9158.0 rU
R144 c-10 b93 m9250.0 rH
R145 c-10 b92 m9157.0 rL
R146 c-10 b91 m9065.0 rH
R147 c-10 b90 m8974.0 rW
R148 c-10 b91 m9064.0 rU
R149 c-10 b92 m9155.0 rH
R150 c-8 b91 m9063.0 rU
R151 c-9 b92 m9154.0 rU
R152 c-9 b93 m9246.0 rW
R153 c-10 b94 m9339.0 rW
R154 c-10 b95 m9433.0 rS
R155 c-10 b94 m9385.5 rU
R156 c-10 b95 m9479.5 rW
R157 c-10 b96 m9574.5 rW
R158 c-10 b98 m9766.5 rL
R159 c-10 b97 m9668.5 rW
R160 c-10 b99 m9862.5 rU
R161 c-10 b100 m9961.5 rU
R162 c-10 b101 m10061.5 rL
R163 c-10 b99 m9859.5 rU
R164 c-10 b100 m9958.5 rU
R165 c-10 b102 m10158.5 rJ
R166 c-9 b104 m10311.5 rW
R167 c-10 b105 m10415.5 rJ
R168 c-10 b106 m10573.5 rU
R169 c-10 b107 m10679.5 rL
R170 c-10 b106 m10572.5 rJ
R171 c-10 b108 m10731.5 rW
R172 c-10 b109 m10839.5 rB
R173 c-10 b108 m10730.5 rL
R174 c-10 b106 m10514.5 rW
R175 c-10 b107 m10620.5 rL
R176 c-10 b106 m10513.5 rW
R177 c-10 b107 m10619.5 rL
R178 c-10 b106 m10512.5 rU
R179 c-10 b107 m10618.5 rU
R180 c-10 b109 m10832.5 rS
R181 c-10 b108 m10778.0 rU
R182 c-8 b109 m10886.0 rU
R183 c-10 b110 m10995.0 rH
R184 c-10 b109 m10885.0 rL
R185 c-9 b108 m10776.0 rU
R186 c-10 b109 m10884.0 rS
R187 c-9 b109 m10829.5 rL
R188 c-10 b108 m10720.5 rH
R189 c-10 b106 m10504.5 rH
R190 c-10 b104 m10398.5 rU
R191 c-10 b106 m10502.5 rW
R192 c-10 b107 m10608.5 rU
R193 c-9 b109 m10822.5 rW
R194 c-8 b110 m10931.5 rS
R195 c-7 b218 m10876.5 rL
R196 c-9 b107 m10658.5 rU
R197 c-10 b108 m10765.5 rU
R198 c-7 b218 m10873.5 rB
R199 c-9 b107 m10655.5 rU
R200 c-10 b108 m10762.5 rW
R201 c-9 b109 m10870.5 rL
R202 c-10 b108 m10761.5 rJ
R203 c-10 b110 m10923.5 rJ
R204 c-10 b111 m11088.5 rB
R205 c-10 b110 m10977.5 rB
R206 c-10 b109 m10867.5 rJ
R207 c-10 b111 m11031.5 rW
R208 c-10 b112 m11142.5 rS
R209 c-10 b111 m11086.5 rL
R210 c-10 b110 m10975.5 rS
R211 c-10 b110 m10920.5 rB
R212 c-10 b109 m10810.5 rW
R213 c-10 b110 m10919.5 rL
R214 c-10 b109 m10809.5 rD
R215 c-10 b109 m10809.5 rH
R216 c-10 b108 m10700.5 rU
R217 c-10 b109 m10808.5 rB
R218 c-10 b107 m10699.5 rD
R219 c-10 b107 m10699.5 rW
R220 c-10 b109 m10806.5 rW
R221 c-10 b110 m10915.5 rH
R222 c-10 b109 m10805.5 rD
R223 c-10 b109 m10805.5 rU
R224 c-10 b110 m10914.5 rB
R225 c-10 b109 m10804.5 rW
R226 c-10 b110 m10913.5 rU
R227 c-10 b111 m11023.5 rL
R228 c-10 b109 m10801.5 rW
R229 c-8 b110 m10910.5 rU
R230 c-10 b111 m11020.5 rD
R231 c-10 b111 m11020.5 rJ
R232 c-10 b112 m11187.5 rS
R233 c-10 b112 m11131.5 rL
R234 c-10 b111 m11019.5 rD
R235 c-10 b111 m11019.5 rB
R236 c-10 b110 m10908.5 rU
R237 c-10 b111 m11018.5 rH
R238 c-8 b110 m10907.5 rD
R239 c-9 b110 m10907.5 rL
R240 c-10 b108 m10797.5 rW
R241 c-10 b110 m10905.5 rW
R242 c-9 b111 m11015.5 rL
R243 c-10 b110 m10904.5 rB
R244 c-10 b108 m10794.5 rL
R245 c-10 b107 m10686.5 rL
R246 c-10 b106 m10579.5 rH
R247 c-10 b105 m10473.5 rL
R248 c-9 b104 m10368.5 rJ
R249 c-10 b106 m10524.5 rW
R250 c-10 b108 m10736.5 rU
R251 c-10 b109 m10844.5 rL
R252 c-10 b108 m10735.5 rU
R253 c-8 b109 m10843.5 rH
R254 c-10 b108 m10734.5 rB
R255 c-10 b107 m10626.5 rH
R256 c-10 b106 m10519.5 rW
R257 c-10 b107 m10625.5 rU
R258 c-10 b108 m10732.5 rW
R259 c-10 b109 m10840.5 rU
R260 c-10 b110 m10949.5 rL
R261 c-10 b109 m10839.5 rU
R262 c-10 b111 m11057.5 rW
R263 c-10 b112 m11168.5 rL
R264 c-10 b110 m10944.5 rW
R265 c-9 b111 m11054.5 rU
R266 c-6 b224 m11165.5 rL
R267 c-6 b220 m10941.5 rS
R268 c-9 b109 m10831.5 rU
R269 c-10 b110 m10940.5 rB
R270 c-10 b109 m10830.5 rS
R271 c-8 b108 m10776.0 rU
R272 c-10 b109 m10884.0 rL
R273 c-10 b107 m10666.0 rL
R274 c-10 b106 m10559.0 rJ
R275 c-10 b108 m10718.0 rL
R276 c-10 b107 m10610.0 rL
R277 c-10 b106 m10503.0 rW
R278 c-10 b107 m10609.0 rU
R279 c-10 b108 m10716.0 rL
R280 c-10 b107 m10608.0 rU
R281 c-10 b108 m10715.0 rW
R282 c-10 b109 m10823.0 rH
R283 c-9 b108 m10714.0 rL
R284 c-10 b107 m10606.0 rW
R285 c-10 b108 m10713.0 rU
R286 c-10 b109 m10821.0 rS
R287 c-8 b108 m10766.5 rL
R288 c-9 b106 m10550.5 rU
R289 c-10 b107 m10656.5 rL
R290 c-10 b105 m10442.5 rU
R291 c-10 b106 m10547.5 rW
R292 c-9 b108 m10759.5 rB
R293 c-7 b214 m10651.5 rU
R294 c-7 b218 m10865.5 rL
R295 c-8 b107 m10647.5 rU
R296 c-10 b108 m10754.5 rU
R297 c-6 b218 m10862.5 rU
R298 c-10 b111 m11080.5 rW
R299 c-9 b112 m11191.5 rS
R300 c-9 b112 m11135.5 rB
R301 c-10 b111 m11023.5 rD
R302 c-10 b111 m11023.5 rB
R303 c-10 b110 m10912.5 rL
R304 c-10 b109 m10802.5 rU
R305 c-10 b110 m10911.5 rL
R306 c-8 b109 m10801.5 rB
R307 c-10 b107 m10692.5 rU
R308 c-10 b108 m10799.5 rW
R309 c-10 b110 m10907.5 rW
R310 c-10 b112 m11127.5 rL
R311 c-9 b111 m11015.5 rW
R312 c-9 b112 m11126.5 rD
R313 c-7 b224 m11126.5 rL
R314 c-10 b110 m10902.5 rL
R315 c-10 b108 m10792.5 rD
R316 c-10 b108 m10792.5 rW
R317 c-10 b110 m10900.5 rB
R318 c-10 b108 m10790.5 rH
R319 c-10 b107 m10682.5 rL
R320 c-10 b106 m10575.5 rJ
R321 c-9 b108 m10734.5 rU
R322 c-10 b109 m10842.5 rL
R323 c-10 b107 m10624.5 rS
R324 c-8 b106 m10571.0 rW
R325 c-10 b107 m10677.0 rH
R326 c-8 b106 m10570.0 rL
R327 c-10 b104 m10358.0 rW
R328 c-10 b106 m10566.0 rU
R329 c-10 b107 m10672.0 rH
R330 c-10 b106 m10565.0 rW
R331 c-10 b107 m10671.0 rU
R332 c-10 b108 m10778.0 rJ
R333 c-10 b110 m10940.0 rJ
R334 c-8 b112 m11105.0 rS
R335 c-10 b111 m11049.0 rW
R336 c-10 b112 m11160.0 rL
R337 c-9 b111 m11048.0 rL
R338 c-10 b110 m10937.0 rD
R339 c-10 b110 m10937.0 rL
R340 c-10 b108 m10717.0 rS
R341 c-10 b107 m10663.0 rW
R342 c-10 b108 m10770.0 rJ
R343 c-10 b110 m10932.0 rW
R344 c-9 b111 m11042.0 rL
R345 c-10 b110 m10931.0 rL
R346 c-10 b108 m10711.0 rU
R347 c-10 b109 m10819.0 rS
R348 c-10 b108 m10764.5 rU
R349 c-10 b109 m10872.5 rW
R350 c-9 b110 m10981.5 rL
R351 c-8 b109 m10871.5 rL
R352 c-10 b107 m10653.5 rL
R353 c-10 b106 m10546.5 rL
R354 c-10 b104 m10334.5 rS
R355 c-10 b103 m10282.5 rB
R356 c-10 b102 m10179.5 rS
R357 c-10 b102 m10128.5 rB
R358 c-10 b101 m10026.5 rH
R359 c-10 b100 m9925.5 rH
R360 c-10 b99 m9825.5 rB
R361 c-10 b98 m9726.5 rU
R362 c-10 b99 m9824.5 rD
R363 c-10 b99 m9824.5 rU
R364 c-10 b100 m9923.5 rS
R365 c-10 b99 m9873.5 rH
R366 c-10 b98 m9774.5 rB
R367 c-10 b97 m9676.5 rL
R368 c-10 b96 m9579.5 rW
R369 c-10 b97 m9675.5 rH
R370 c-10 b96 m9578.5 rU
R371 c-10 b97 m9674.5 rH
R372 c-9 b96 m9577.5 rL
R373 c-10 b95 m9481.5 rL
R374 c-10 b94 m9386.5 rU
R375 c-10 b96 m9574.5 rS
R376 c-8 b96 m9526.5 rD
R377 c-10 b96 m9526.5 rW
R378 c-10 b97 m9622.5 rB
R379 c-10 b96 m9525.5 rL
R380 c-10 b95 m9429.5 rS
R381 c-10 b94 m9382.0 rJ
R382 c-10 b96 m9523.0 rU
R383 c-10 b97 m9619.0 rH
R384 c-10 b96 m9522.0 rH
R385 c-10 b95 m9426.0 rW
R386 c-10 b96 m9521.0 rL
R387 c-10 b95 m9425.0 rU
R388 c-10 b96 m9520.0 rJ
R389 c-10 b97 m9664.0 rW
R390 c-10 b98 m9761.0 rS
R391 c-8 b98 m9712.0 rU
R392 c-9 b99 m9810.0 rW
R393 c-10 b101 m10008.0 rS
R394 c-8 b100 m9957.5 rW
R395 c-10 b101 m10057.5 rL
R396 c-10 b100 m9956.5 rU
R397 c-9 b101 m10056.5 rB
R398 c-10 b100 m9955.5 rW
R399 c-10 b101 m10055.5 rW
R400 c-10 b102 m10156.5 rH
R401 c-9 b101 m10054.5 rB
R402 c-10 b100 m9953.5 rS
R403 c-10 b100 m9903.5 rW
R404 c-10 b101 m10003.5 rL
R405 c-9 b100 m9902.5 rD
R406 c-10 b100 m9902.5 rH
R407 c-10 b99 m9802.5 rL
R408 c-10 b98 m9703.5 rL
R409 c-10 b97 m9605.5 rU
R410 c-9 b98 m9702.5 rU
R411 c-10 b99 m9898.5 rL
R412 c-10 b98 m9700.5 rL
R413 c-10 b97 m9602.5 rD
R414 c-10 b97 m9602.5 rD
R415 c-10 b97 m9602.5 rL
R416 c-10 b96 m9505.5 rJ
R417 c-10 b97 m9649.5 rL
R418 c-9 b95 m9455.5 rB
R419 c-9 b94 m9360.5 rB
R420 c-10 b93 m9266.5 rJ
R421 c-10 b95 m9406.5 rL
R422 c-10 b94 m9311.5 rH
R423 c-10 b93 m9217.5 rU
R424 c-10 b94 m9310.5 rB
R425 c-10 b93 m9216.5 rJ
R426 c-10 b94 m9356.5 rW
R427 c-10 b95 m9450.5 rU
R428 c-10 b96 m9545.5 rW
R429 c-9 b97 m9641.5 rU
R430 c-10 b99 m9835.5 rU
R431 c-7 b202 m10033.5 rB
R432 c-5 b297 m9831.5 rD
R433 c-6 b198 m9831.5 rU
R434 c-8 b101 m10029.5 rW
R435 c-7 b204 m10130.5 rL
R436 c-6 b200 m9926.5 rU
R437 c-10 b102 m10126.5 rD
R438 c-8 b102 m10126.5 rW
R439 c-9 b103 m10228.5 rS
R440 c-9 b102 m10177.0 rJ
R441 c-9 b104 m10330.0 rH
R442 c-10 b103 m10226.0 rH
R443 c-10 b102 m10123.0 rW
R444 c-10 b103 m10225.0 rB
R445 c-9 b102 m10122.0 rU
R446 c-9 b103 m10224.0 rH
R447 c-9 b102 m10121.0 rW
R448 c-10 b103 m10223.0 rU
R449 c-10 b104 m10326.0 rU
R450 c-10 b105 m10430.0 rW
R451 c-10 b106 m10535.0 rJ
R452 c-10 b107 m10694.0 rW
R453 c-10 b109 m10801.0 rU
R454 c-10 b111 m11019.0 rJ
R455 c-10 b112 m11186.0 rB
R456 c-10 b111 m11074.0 rB
R457 c-10 b110 m10963.0 rD
R458 c-10 b110 m10963.0 rD
R459 c-9 b110 m10963.0 rB
R460 c-8 b109 m10853.0 rU
R461 c-10 b110 m10962.0 rJ
R462 c-10 b112 m11127.0 rW
R463 c-10 b113 m11239.0 rW
R464 c-10 b115 m11465.0 rD
R465 c-10 b115 m11465.0 rU
R466 c-10 b116 m11580.0 rW
R467 c-9 b117 m11696.0 rW
R468 c-10 b119 m11813.0 rW
R469 c-10 b121 m12051.0 rH
R470 c-10 b120 m11930.0 rB
R471 c-10 b119 m11810.0 rS
R472 c-10 b118 m11750.5 rB
R473 c-10 b117 m11632.5 rL
R474 c-10 b116 m11515.5 rW
R475 c-10 b117 m11631.5 rJ
R476 c-10 b119 m11807.5 rH
R477 c-10 b117 m11688.5 rW
R478 c-10 b119 m11805.5 rW
R479 c-10 b120 m11924.5 rB
R480 c-10 b119 m11804.5 rL
R481 c-10 b117 m11685.5 rW
R482 c-10 b119 m11802.5 rB
R483 c-10 b117 m11683.5 rB
R484 c-10 b116 m11566.5 rL
R485 c-10 b115 m11450.5 rW
R486 c-10 b116 m11565.5 rD
R487 c-10 b116 m11565.5 rW
R488 c-10 b117 m11681.5 rL
R489 c-10 b116 m11564.5 rJ
R490 c-10 b118 m11738.5 rU
R491 c-10 b120 m11974.5 rB
R492 c-10 b119 m11854.5 rL
R493 c-10 b118 m11735.5 rW
R494 c-10 b119 m11853.5 rW
R495 c-10 b120 m11972.5 rL
R496 c-10 b119 m11852.5 rL
R497 c-9 b118 m11733.5 rH
R498 c-10 b115 m11497.5 rL
R499 c-10 b114 m11382.5 rU
R500 c-9 b115 m11496.5 rB
R501 c-10 b114 m11381.5 rH
R502 c-9 b113 m11267.5 rW
R503 c-10 b114 m11380.5 rS
R504 c-10 b114 m11323.5 rU
R505 c-10 b115 m11437.5 rJ
R506 c-8 b117 m11610.5 rL
R507 c-10 b115 m11493.5 rU
R508 c-8 b117 m11608.5 rU
R509 c-10 b118 m11725.5 rL
R510 c-10 b115 m11489.5 rJ
R511 c-10 b117 m11662.5 rU
R512 c-10 b118 m11779.5 rU
R513 c-10 b119 m11897.5 rD
R514 c-9 b119 m11897.5 rS
R515 c-10 b119 m11838.0 rW
R516 c-10 b120 m11957.0 rL
R517 c-10 b118 m11717.0 rB
R518 c-10 b116 m11599.0 rB
R519 c-9 b115 m11483.0 rS
R520 c-10 b115 m11425.5 rS
R521 c-10 b114 m11368.0 rL
R522 c-10 b113 m11254.0 rJ
R523 c-10 b115 m11424.0 rU
R524 c-8 b116 m11539.0 rD
R525 c-8 b116 m11539.0 rH
R526 c-10 b115 m11423.0 rW
R527 c-10 b116 m11538.0 rU
R528 c-10 b117 m11654.0 rB
R529 c-10 b116 m11537.0 rL
R530 c-10 b115 m11421.0 rB
R531 c-10 b114 m11306.0 rJ
R532 c-10 b115 m11477.0 rH
R533 c-10 b114 m11362.0 rW
R534 c-7 b232 m11590.0 rW
R535 c-9 b119 m11822.0 rW
R536 c-9 b120 m11941.0 rU
R537 c-10 b121 m12061.0 rL
R538 c-10 b120 m11940.0 rS
R539 c-10 b119 m11880.0 rL
R540 c-10 b118 m11761.0 rW
R541 c-10 b120 m11997.0 rU
R542 c-10 b122 m12117.0 rS
R543 c-10 b121 m12056.0 rW
R544 c-10 b122 m12177.0 rW
R545 c-10 b125 m12421.0 rL
R546 c-10 b123 m12296.0 rS
R547 c-10 b123 m12234.5 rU
R548 c-10 b124 m12357.5 rW
R549 c-10 b125 m12481.5 rH
R550 c-10 b124 m12356.5 rU
R551 c-8 b125 m12480.5 rU
R552 c-9 b127 m12605.5 rW
R553 c-9 b128 m12732.5 rW
R554 c-9 b129 m12860.5 rU
R555 c-9 b130 m12989.5 rH
R556 c-10 b129 m12859.5 rW
R557 c-10 b130 m12988.5 rW
R558 c-9 b132 m13118.5 rL
R559 c-10 b130 m12986.5 rU
R560 c-10 b133 m13246.5 rJ
R561 c-9 b135 m13446.5 rU
R562 c-10 b136 m13581.5 rL
R563 c-10 b135 m13445.5 rW
R564 c-10 b136 m13580.5 rL
R565 c-9 b135 m13444.5 rJ
R566 c-10 b137 m13647.5 rL
R567 c-9 b136 m13510.5 rL
R568 c-8 b134 m13374.5 rH
R569 c-10 b133 m13240.5 rW
R570 c-10 b134 m13373.5 rU
R571 c-10 b136 m13507.5 rL
R572 c-10 b133 m13235.5 rB
R573 c-10 b132 m13102.5 rL
R574 c-10 b130 m12970.5 rL
R575 c-10 b129 m12840.5 rJ
R576 c-10 b131 m13034.5 rU
R577 c-10 b132 m13165.5 rL
R578 c-10 b131 m13033.5 rW
R579 c-10 b132 m13164.5 rD
R580 c-10 b132 m13164.5 rL
R581 c-10 b131 m13032.5 rU
R582 c-9 b132 m13163.5 rW
R583 c-10 b133 m13295.5 rW
R584 c-10 b135 m13428.5 rL
R585 c-9 b133 m13293.5 rS
R586 c-10 b133 m13227.0 rU
R587 c-10 b134 m13360.0 rW
R588 c-9 b137 m13628.0 rU
R589 c-8 b138 m13765.0 rW
R590 c-10 b140 m13903.0 rW
R591 c-10 b141 m14043.0 rU
R592 c-10 b142 m14184.0 rH
R593 c-10 b141 m14042.0 rW
R594 c-10 b142 m14183.0 rU
R595 c-10 b144 m14325.0 rS
R596 c-10 b143 m14253.0 rW
R597 c-10 b144 m14396.0 rJ
R598 c-10 b147 m14612.0 rH
R599 c-10 b144 m14318.0 rU
R600 c-10 b145 m14462.0 rL
R601 c-10 b144 m14317.0 rL
R602 c-10 b142 m14173.0 rU
R603 c-10 b145 m14457.0 rJ
R604 c-10 b147 m14675.0 rW
R605 c-10 b149 m14822.0 rS
R606 c-9 b148 m14747.5 rU
R607 c-10 b149 m14895.5 rW
R608 c-10 b151 m15044.5 rU
R609 c-10 b152 m15195.5 rB
R610 c-10 b151 m15043.5 rW
R611 c-9 b152 m15194.5 rB
R612 c-10 b151 m15042.5 rH
R613 c-10 b149 m14891.5 rL
R614 c-10 b148 m14742.5 rU
R615 c-10 b149 m14890.5 rB
R616 c-10 b148 m14741.5 rS
R617 c-10 b147 m14667.5 rU
R618 c-10 b149 m14814.5 rW
R619 c-8 b150 m14963.5 rU
R620 c-8 b152 m15113.5 rU
R621 c-10 b153 m15265.5 rU
R622 c-9 b155 m15418.5 rJ
R623 c-10 b157 m15651.5 rB
R624 c-10 b155 m15494.5 rB
R625 c-10 b154 m15339.5 rJ
R626 c-10 b156 m15570.5 rL
R627 c-10 b155 m15414.5 rS
R628 c-9 b154 m15337.0 rU
R629 c-10 b155 m15491.0 rS
R630 c-8 b155 m15413.5 rW
R631 c-9 b156 m15568.5 rL
R632 c-10 b155 m15412.5 rD
R633 c-10 b155 m15412.5 rU
R634 c-10 b156 m15567.5 rW
R635 c-10 b158 m15723.5 rB
R636 c-10 b156 m15565.5 rS
R637 c-10 b155 m15487.5 rW
R638 c-10 b157 m15642.5 rW
R639 c-9 b158 m15799.5 rW
R640 c-10 b160 m15957.5 rB
R641 c-10 b158 m15797.5 rL
R642 c-10 b157 m15639.5 rH
R643 c-10 b155 m15482.5 rU
R644 c-10 b157 m15637.5 rB
R645 c-10 b155 m15480.5 rL
R646 c-9 b154 m15325.5 rU
R647 c-10 b155 m15479.5 rL
R648 c-10 b154 m15324.5 rH
R649 c-10 b152 m15170.5 rW
R650 c-10 b155 m15474.5 rH
R651 c-10 b154 m15319.5 rL
R652 c-10 b152 m15165.5 rL
R653 c-10 b151 m15013.5 rL
R654 c-10 b149 m14862.5 rW
R655 c-10 b151 m15011.5 rH
R656 c-10 b149 m14860.5 rU
R657 c-10 b151 m15009.5 rW
R658 c-10 b152 m15160.5 rH
R659 c-10 b149 m14856.5 rU
R660 c-10 b151 m15005.5 rD
R661 c-10 b151 m15005.5 rH
R662 c-10 b149 m14854.5 rJ
R663 c-10 b151 m15078.5 rW
R664 c-10 b153 m15229.5 rU
R665 c-10 b154 m15382.5 rL
R666 c-9 b153 m15228.5 rU
R667 c-10 b156 m15534.5 rW
R668 c-10 b157 m15690.5 rW
R669 c-10 b161 m16004.5 rU
R670 c-10 b162 m16165.5 rB
R671 c-10 b161 m16003.5 rL
R672 c-10 b159 m15842.5 rW
R673 c-10 b162 m16160.5 rU
R674 c-10 b164 m16322.5 rU
R675 c-10 b167 m16650.5 rW
R676 c-10 b169 m16817.5 rD
R677 c-10 b169 m16817.5 rU
R678 c-10 b170 m16986.5 rL
R679 c-10 b169 m16816.5 rU
R680 c-10 b170 m16985.5 rL
R681 c-10 b169 m16815.5 rW
R682 c-9 b170 m16984.5 rL
R683 c-8 b169 m16814.5 rH
R684 c-10 b167 m16645.5 rH
R685 c-10 b165 m16478.5 rL
R686 c-10 b164 m16313.5 rL
R687 c-10 b162 m16149.5 rB
R688 c-10 b160 m15987.5 rL
R689 c-10 b159 m15827.5 rL
R690 c-10 b157 m15668.5 rU
R691 c-10 b159 m15825.5 rL
R692 c-10 b157 m15666.5 rD
R693 c-10 b157 m15666.5 rU
R694 c-10 b159 m15823.5 rW
R695 c-10 b160 m15982.5 rJ
R696 c-10 b163 m16222.5 rL
R697 c-10 b161 m16059.5 rW
R698 c-10 b163 m16220.5 rU
R699 c-10 b164 m16383.5 rU
R700 c-10 b166 m16547.5 rS
R701 c-10 b165 m16464.5 rU
R702 c-10 b167 m16629.5 rL
R703 c-10 b165 m16462.5 rU
R704 c-10 b167 m16627.5 rH
R705 c-9 b165 m16460.5 rU
R706 c-10 b167 m16625.5 rL
R707 c-8 b165 m16458.5 rL
R708 c-9 b163 m16293.5 rL
R709 c-10 b162 m16130.5 rU
R710 c-10 b163 m16292.5 rW
R711 c-10 b165 m16455.5 rL
R712 c-10 b163 m16290.5 rL
R713 c-10 b162 m16127.5 rU
R714 c-10 b165 m16451.5 rW
R715 c-10 b168 m16781.5 rW
R716 c-10 b170 m16949.5 rS
R717 c-9 b169 m16864.5 rU
R718 c-10 b171 m17033.5 rW
R719 c-10 b174 m17375.5 rU
R720 c-8 b178 m17723.5 rL
R721 c-7 b352 m17545.5 rB
R722 c-7 b344 m17193.5 rW
R723 c-9 b176 m17537.5 rD
R724 c-10 b176 m17537.5 rW
R725 c-10 b178 m17713.5 rJ
R726 c-10 b180 m17980.5 rJ
R727 c-8 b183 m18250.5 rL
R728 c-7 b358 m17884.5 rU
